2023-05-06-00:32:47 Train---Epoch:000; Lr:0.00050000; iter:568; total_loss: 0.0264
2023-05-06-02:45:57 Valid---Epoch:077; Lr:0.00050000; iter:568; total_loss: 0.0997
2023-05-06-02:46:58 Train---Epoch:078; Lr:0.00050000; iter:568; total_loss: 0.0082
2023-05-06-02:47:27 Valid---Epoch:078; Lr:0.00050000; iter:568; total_loss: 0.1079
2023-05-06-02:48:28 Train---Epoch:079; Lr:0.00050000; iter:568; total_loss: 0.0082
2023-05-06-02:48:57 Valid---Epoch:079; Lr:0.00050000; iter:568; total_loss: 0.1034
2023-05-06-02:49:58 Train---Epoch:080; Lr:0.00050000; iter:568; total_loss: 0.0084
2023-05-06-02:50:27 Valid---Epoch:080; Lr:0.00050000; iter:568; total_loss: 0.0958
2023-05-06-02:51:28 Train---Epoch:081; Lr:0.00050000; iter:568; total_loss: 0.0081
2023-05-06-02:51:57 Valid---Epoch:081; Lr:0.00050000; iter:568; total_loss: 0.0992
2023-05-06-02:52:58 Train---Epoch:082; Lr:0.00050000; iter:568; total_loss: 0.0082
2023-05-06-02:53:27 Valid---Epoch:082; Lr:0.00050000; iter:568; total_loss: 0.0870
2023-05-06-02:54:28 Train---Epoch:083; Lr:0.00050000; iter:568; total_loss: 0.0082
2023-05-06-02:54:57 Valid---Epoch:083; Lr:0.00050000; iter:568; total_loss: 0.0986
2023-05-06-02:55:58 Train---Epoch:084; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-02:56:27 Valid---Epoch:084; Lr:0.00050000; iter:568; total_loss: 0.0971
2023-05-06-02:57:28 Train---Epoch:085; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-02:57:57 Valid---Epoch:085; Lr:0.00050000; iter:568; total_loss: 0.0935
2023-05-06-02:58:58 Train---Epoch:086; Lr:0.00050000; iter:568; total_loss: 0.0081
2023-05-06-02:59:27 Valid---Epoch:086; Lr:0.00050000; iter:568; total_loss: 0.1049
2023-05-06-03:00:28 Train---Epoch:087; Lr:0.00050000; iter:568; total_loss: 0.0082
2023-05-06-03:00:57 Valid---Epoch:087; Lr:0.00050000; iter:568; total_loss: 0.1104
2023-05-06-03:01:58 Train---Epoch:088; Lr:0.00050000; iter:568; total_loss: 0.0081
2023-05-06-03:02:27 Valid---Epoch:088; Lr:0.00050000; iter:568; total_loss: 0.0967
2023-05-06-03:03:28 Train---Epoch:089; Lr:0.00050000; iter:568; total_loss: 0.0082
2023-05-06-03:03:57 Valid---Epoch:089; Lr:0.00050000; iter:568; total_loss: 0.0821
2023-05-06-03:04:58 Train---Epoch:090; Lr:0.00050000; iter:568; total_loss: 0.0081
2023-05-06-03:05:27 Valid---Epoch:090; Lr:0.00050000; iter:568; total_loss: 0.0993
2023-05-06-03:06:28 Train---Epoch:091; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-03:06:57 Valid---Epoch:091; Lr:0.00050000; iter:568; total_loss: 0.0993
2023-05-06-03:07:58 Train---Epoch:092; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-03:08:27 Valid---Epoch:092; Lr:0.00050000; iter:568; total_loss: 0.0790
2023-05-06-03:09:29 Train---Epoch:093; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-03:09:58 Valid---Epoch:093; Lr:0.00050000; iter:568; total_loss: 0.1035
2023-05-06-03:10:59 Train---Epoch:094; Lr:0.00050000; iter:568; total_loss: 0.0082
2023-05-06-03:11:28 Valid---Epoch:094; Lr:0.00050000; iter:568; total_loss: 0.1034
2023-05-06-03:12:29 Train---Epoch:095; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-03:12:59 Valid---Epoch:095; Lr:0.00050000; iter:568; total_loss: 0.1076
2023-05-06-03:14:00 Train---Epoch:096; Lr:0.00050000; iter:568; total_loss: 0.0081
2023-05-06-03:14:29 Valid---Epoch:096; Lr:0.00050000; iter:568; total_loss: 0.1222
2023-05-06-03:15:31 Train---Epoch:097; Lr:0.00050000; iter:568; total_loss: 0.0081
2023-05-06-03:16:00 Valid---Epoch:097; Lr:0.00050000; iter:568; total_loss: 0.1020
2023-05-06-03:17:01 Train---Epoch:098; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-03:17:30 Valid---Epoch:098; Lr:0.00050000; iter:568; total_loss: 0.0989
2023-05-06-03:18:31 Train---Epoch:099; Lr:0.00050000; iter:568; total_loss: 0.0079
2023-05-06-03:19:00 Valid---Epoch:099; Lr:0.00050000; iter:568; total_loss: 0.1038
2023-05-06-03:20:02 Train---Epoch:100; Lr:0.00050000; iter:568; total_loss: 0.0079
2023-05-06-03:20:31 Valid---Epoch:100; Lr:0.00050000; iter:568; total_loss: 0.1045
2023-05-06-03:21:32 Train---Epoch:101; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-03:22:01 Valid---Epoch:101; Lr:0.00050000; iter:568; total_loss: 0.1269
2023-05-06-03:23:02 Train---Epoch:102; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-03:23:31 Valid---Epoch:102; Lr:0.00050000; iter:568; total_loss: 0.0875
2023-05-06-03:24:32 Train---Epoch:103; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-03:25:01 Valid---Epoch:103; Lr:0.00050000; iter:568; total_loss: 0.1055
2023-05-06-03:26:02 Train---Epoch:104; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-03:26:32 Valid---Epoch:104; Lr:0.00050000; iter:568; total_loss: 0.1158
2023-05-06-03:27:33 Train---Epoch:105; Lr:0.00050000; iter:568; total_loss: 0.0079
2023-05-06-03:28:02 Valid---Epoch:105; Lr:0.00050000; iter:568; total_loss: 0.1264
2023-05-06-03:29:03 Train---Epoch:106; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-03:29:32 Valid---Epoch:106; Lr:0.00050000; iter:568; total_loss: 0.0896
2023-05-06-03:30:33 Train---Epoch:107; Lr:0.00050000; iter:568; total_loss: 0.0081
2023-05-06-03:31:03 Valid---Epoch:107; Lr:0.00050000; iter:568; total_loss: 0.1158
2023-05-06-03:32:04 Train---Epoch:108; Lr:0.00050000; iter:568; total_loss: 0.0079
2023-05-06-03:32:33 Valid---Epoch:108; Lr:0.00050000; iter:568; total_loss: 0.1138
2023-05-06-03:33:34 Train---Epoch:109; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-03:34:03 Valid---Epoch:109; Lr:0.00050000; iter:568; total_loss: 0.0969
2023-05-06-03:35:04 Train---Epoch:110; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-03:35:33 Valid---Epoch:110; Lr:0.00050000; iter:568; total_loss: 0.1121
2023-05-06-03:36:34 Train---Epoch:111; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-03:37:03 Valid---Epoch:111; Lr:0.00050000; iter:568; total_loss: 0.0969
2023-05-06-03:38:04 Train---Epoch:112; Lr:0.00050000; iter:568; total_loss: 0.0079
2023-05-06-03:38:34 Valid---Epoch:112; Lr:0.00050000; iter:568; total_loss: 0.1057
2023-05-06-03:39:35 Train---Epoch:113; Lr:0.00050000; iter:568; total_loss: 0.0079
2023-05-06-03:40:04 Valid---Epoch:113; Lr:0.00050000; iter:568; total_loss: 0.1121
2023-05-06-03:41:05 Train---Epoch:114; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-03:41:34 Valid---Epoch:114; Lr:0.00050000; iter:568; total_loss: 0.1089
2023-05-06-03:42:35 Train---Epoch:115; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-03:43:05 Valid---Epoch:115; Lr:0.00050000; iter:568; total_loss: 0.1229
2023-05-06-03:44:06 Train---Epoch:116; Lr:0.00050000; iter:568; total_loss: 0.0079
2023-05-06-03:44:35 Valid---Epoch:116; Lr:0.00050000; iter:568; total_loss: 0.1012
2023-05-06-03:45:36 Train---Epoch:117; Lr:0.00050000; iter:568; total_loss: 0.0080
2023-05-06-03:46:05 Valid---Epoch:117; Lr:0.00050000; iter:568; total_loss: 0.1020
2023-05-06-03:47:06 Train---Epoch:118; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-03:47:35 Valid---Epoch:118; Lr:0.00050000; iter:568; total_loss: 0.1164
2023-05-06-03:48:36 Train---Epoch:119; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-03:49:05 Valid---Epoch:119; Lr:0.00050000; iter:568; total_loss: 0.1058
2023-05-06-03:50:06 Train---Epoch:120; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-03:50:36 Valid---Epoch:120; Lr:0.00050000; iter:568; total_loss: 0.1228
2023-05-06-03:51:37 Train---Epoch:121; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-03:52:06 Valid---Epoch:121; Lr:0.00050000; iter:568; total_loss: 0.1031
2023-05-06-03:53:07 Train---Epoch:122; Lr:0.00050000; iter:568; total_loss: 0.0079
2023-05-06-03:53:36 Valid---Epoch:122; Lr:0.00050000; iter:568; total_loss: 0.1188
2023-05-06-03:54:37 Train---Epoch:123; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-03:55:06 Valid---Epoch:123; Lr:0.00050000; iter:568; total_loss: 0.1062
2023-05-06-03:56:07 Train---Epoch:124; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-03:56:36 Valid---Epoch:124; Lr:0.00050000; iter:568; total_loss: 0.0997
2023-05-06-03:57:37 Train---Epoch:125; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-03:58:07 Valid---Epoch:125; Lr:0.00050000; iter:568; total_loss: 0.1139
2023-05-06-03:59:08 Train---Epoch:126; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-03:59:37 Valid---Epoch:126; Lr:0.00050000; iter:568; total_loss: 0.0892
2023-05-06-04:00:38 Train---Epoch:127; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-04:01:07 Valid---Epoch:127; Lr:0.00050000; iter:568; total_loss: 0.1115
2023-05-06-04:02:09 Train---Epoch:128; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-04:02:38 Valid---Epoch:128; Lr:0.00050000; iter:568; total_loss: 0.0958
2023-05-06-04:03:39 Train---Epoch:129; Lr:0.00050000; iter:568; total_loss: 0.0076
2023-05-06-04:04:08 Valid---Epoch:129; Lr:0.00050000; iter:568; total_loss: 0.1279
2023-05-06-04:05:09 Train---Epoch:130; Lr:0.00050000; iter:568; total_loss: 0.0076
2023-05-06-04:05:39 Valid---Epoch:130; Lr:0.00050000; iter:568; total_loss: 0.1446
2023-05-06-04:06:40 Train---Epoch:131; Lr:0.00050000; iter:568; total_loss: 0.0078
2023-05-06-04:07:09 Valid---Epoch:131; Lr:0.00050000; iter:568; total_loss: 0.1268
2023-05-06-04:08:10 Train---Epoch:132; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-04:08:39 Valid---Epoch:132; Lr:0.00050000; iter:568; total_loss: 0.1104
2023-05-06-04:09:40 Train---Epoch:133; Lr:0.00050000; iter:568; total_loss: 0.0079
2023-05-06-04:10:09 Valid---Epoch:133; Lr:0.00050000; iter:568; total_loss: 0.1292
2023-05-06-04:11:10 Train---Epoch:134; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-04:11:40 Valid---Epoch:134; Lr:0.00050000; iter:568; total_loss: 0.1249
2023-05-06-04:12:41 Train---Epoch:135; Lr:0.00050000; iter:568; total_loss: 0.0076
2023-05-06-04:13:10 Valid---Epoch:135; Lr:0.00050000; iter:568; total_loss: 0.0852
2023-05-06-04:14:11 Train---Epoch:136; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-04:14:40 Valid---Epoch:136; Lr:0.00050000; iter:568; total_loss: 0.1029
2023-05-06-04:15:41 Train---Epoch:137; Lr:0.00050000; iter:568; total_loss: 0.0077
2023-05-06-04:16:10 Valid---Epoch:137; Lr:0.00050000; iter:568; total_loss: 0.1116
2023-05-06-04:17:12 Train---Epoch:138; Lr:0.00050000; iter:568; total_loss: 0.0076
2023-05-06-04:17:41 Valid---Epoch:138; Lr:0.00050000; iter:568; total_loss: 0.1081
2023-05-06-04:18:42 Train---Epoch:139; Lr:0.00050000; iter:568; total_loss: 0.0076
2023-05-06-04:19:11 Valid---Epoch:139; Lr:0.00050000; iter:568; total_loss: 0.1089
2023-05-06-04:20:13 Train---Epoch:140; Lr:0.00050000; iter:568; total_loss: 0.0077
